name,symbol,currency,amount,date
Tejon Ranch Co,TRC,TTD,128.39,1581190759000
Blackrock Floating Rate Income Strategies Fund Inc,FRA,CNY,143.17,1588017475000
PPlus Trust,PYS,CNY,-36.93,1586393064000
CorVel Corp.,CRVL,BRL,-36.59,1593674836000
EMC Insurance Group Inc.,EMCI,COP,72.59,1587019566000
"Citizens, Inc.",CIA,EUR,74.05,1599856526000
"Carrols Restaurant Group, Inc.",TAST,EUR,-115.08,1580205056000
Bank of America Corporation,BAC^I,RUB,18.24,1591751366000
Time Inc.,TIME,EUR,103.87,1586564956000
Federated National Holding Company,FNHC,RUB,108.34,1583509989000
H. B. Fuller Company,FUL,PLN,120.38,1594137155000
Nuveen Short Duration Credit Opportunities Fund,JSD,CNY,123.67,1586606823000
LHC Group,LHCG,NGN,-105.41,1594180223000
Vanguard Long-Term Corporate Bond ETF,VCLT,CNY,-71.99,1586029860000
"Papa Murphy's Holdings, Inc.",FRSH,CZK,-176.50,1593466967000
E.W. Scripps Company (The),SSP,CNY,23.04,1595039621000
Gabelli Multi-Media Trust Inc. (The),GGT^B,EGP,177.26,1578801619000
ENDRA Life Sciences Inc.,NDRAU,CNY,-156.70,1579514086000
RAIT Financial Trust,RFT,SEK,75.22,1596555434000
Las Vegas Sands Corp.,LVS,AZN,120.89,1604968138000
General Cable Corporation,BGC,HRK,-82.68,1579286300000
First South Bancorp Inc,FSBK,IDR,-10.90,1593966654000
Thomson Reuters Corp,TRI,RUB,187.17,1581575019000
DTE Energy Company,DTY,CAD,-49.34,1580386973000
"Ryder System, Inc.",R,UAH,-67.60,1587218117000
"Ritter Pharmaceuticals, Inc.",RTTR,IDR,71.26,1581930074000
John Hancock Preferred Income Fund,HPI,EUR,-163.97,1599914238000
BP Prudhoe Bay Royalty Trust,BPT,ARS,103.89,1595815000000
ClearBridge Dividend Strategy ESG ETF,YLDE,CNY,-153.56,1598797622000
"Hub Group, Inc.",HUBG,EUR,19.61,1581803745000
"Blackrock MuniHoldings Fund, Inc.",MHD,THB,6.22,1606884314000
Umpqua Holdings Corporation,UMPQ,IDR,-141.13,1582827613000
"Xcel Brands, Inc",XELB,CNY,-19.09,1578697075000
Nuveen Multi-Market Income Fund,JMM,CNY,-185.64,1603562051000
Balchem Corporation,BCPC,PLN,143.09,1582906805000
Vanguard Mortgage-Backed Securities ETF,VMBS,PEN,186.64,1586306563000
"BankUnited, Inc.",BKU,EUR,-109.45,1587999676000
"CytomX Therapeutics, Inc.",CTMX,UAH,-139.56,1593280209000
"Rocky Brands, Inc.",RCKY,IDR,64.52,1600667643000
Innodata Inc.,INOD,AZN,169.44,1597205974000
"Five Point Holdings, LLC",FPH,EUR,132.37,1604202068000
"Colony NorthStar, Inc.",CLNS^E,EUR,175.84,1600331901000
"Keryx Biopharmaceuticals, Inc.",KERX,EUR,-36.23,1604326638000
Entercom Communications Corporation,ETM,CLP,102.42,1588243036000
Urstadt Biddle Properties Inc.,UBP^G,CNY,91.92,1599157224000
"Coeur Mining, Inc.",CDE,MKD,190.51,1580063661000
"Tallgrass Energy Partners, LP",TEP,BRL,30.13,1596913281000
Nuveen Virginia Quality Municipal Income Fund,NPV,EUR,112.68,1608149949000
TE Connectivity Ltd.,TEL,CNY,-60.77,1596725259000
Teradata Corporation,TDC,RUB,42.35,1582705490000
"Digiliti Money Group, Inc.",DGLT,CNY,30.22,1593987835000
"Inovalon Holdings, Inc.",INOV,JPY,-177.04,1603587624000
"DHI Group, Inc.",DHX,DOP,-183.74,1582298065000
"CommScope Holding Company, Inc.",COMM,ZAR,4.10,1592859507000
"Total System Services, Inc.",TSS,EUR,10.93,1584191407000
Fairmount Santrol Holdings Inc.,FMSA,IDR,-7.54,1605452695000
"OraSure Technologies, Inc.",OSUR,USD,-81.01,1583584194000
"Sigma Labs, Inc.",SGLBW,JOD,139.78,1606713508000
Asia Pacific Wire & Cable Corporation Limited,APWC,MNT,-20.64,1580730616000
Silver Standard Resources Inc.,SSRI,CNY,164.33,1608929331000
Simmons First National Corporation,SFNC,EUR,-97.50,1605087628000
Sempra Energy,SRE,MNT,190.63,1593009057000
"The Navigators Group, Inc.",NAVG,CNY,188.53,1593724989000
Allegiant Travel Company,ALGT,USD,180.66,1599805502000
Lear Corporation,LEA,NGN,26.38,1606478951000
"MarketAxess Holdings, Inc.",MKTX,EUR,157.08,1602251054000
"Goldman Sachs Group, Inc. (The)",GS^I,HRK,-106.54,1581179634000
DRDGOLD Limited,DRD,ARS,-64.67,1606910281000
Fibrocell Science Inc,FCSC,RUB,-98.49,1578351766000
"FuelCell Energy, Inc.",FCEL,CNY,76.01,1600936682000
Nuveen Credit Opportunities 2022 Target Term Fund,JCO,GBP,12.20,1583026534000
"Equinix, Inc.",EQIX,ETB,174.47,1592619701000
Melco Resorts & Entertainment Limited,MLCO,MYR,23.62,1586201262000
"Groupon, Inc.",GRPN,ARS,-171.56,1603321903000
FIRST REPUBLIC BANK,FRC^E,CNY,-0.64,1600750123000
Teck Resources Ltd,TECK,CNY,-141.34,1583927558000
Bank of America Corporation,BML^H,EUR,111.55,1602099325000
American Tower Corporation (REIT),AMT^B,GMD,14.17,1601171826000
"Ennis, Inc.",EBF,IDR,89.17,1587194885000
PowerShares Global Gold & Precious Metals Portfolio,PSAU,CNY,112.32,1582854170000
China Yuchai International Limited,CYD,EUR,-95.43,1593862843000
Algonquin Power & Utilities Corp.,AQN,CNY,132.37,1586176830000
Emerson Electric Company,EMR,RUB,8.71,1590468767000
Teekay LNG Partners L.P.,TGP^A,CNY,138.79,1581357501000
PIMCO Dynamic Credit and Mortgage Income Fund,PCI,PHP,-36.15,1591553837000
"China Customer Relations Centers, Inc.",CCRC,BRL,-97.00,1601808117000
JMP Group LLC,JMP,BRL,176.35,1605796314000
"General American Investors, Inc.",GAM,CAD,-126.48,1595822622000
"Apollo Endosurgery, Inc.",APEN,PHP,-25.53,1595381544000
"Verisk Analytics, Inc.",VRSK,CNY,-140.33,1592897298000
"Fauquier Bankshares, Inc.",FBSS,CZK,47.67,1588076709000
Wright Medical Group N.V.,WMGI,EUR,-132.19,1596369907000
"Digital Realty Trust, Inc.",DLR^G,EUR,-192.82,1578384854000
"New Relic, Inc.",NEWR,CNY,164.29,1580319856000
Regis Corporation,RGS,ARS,141.63,1599129411000
"Vishay Precision Group, Inc.",VPG,EUR,3.40,1604424379000
"ChinaNet Online Holdings, Inc.",CNET,MKD,193.14,1585274193000
WisdomTree Negative Duration High Yield Bond Fund,HYND,EUR,-78.77,1600968470000
"Niagara Mohawk Holdings, Inc.",NMK^C,CNY,37.35,1586013637000
iStar Financial Inc.,STAR^F,CNY,-34.63,1590337941000
"W&T Offshore, Inc.",WTI,CNY,-61.73,1590627126000
Nova Measuring Instruments Ltd.,NVMI,JPY,-12.71,1608497438000
CymaBay Therapeutics Inc.,CBAY,CNY,6.74,1579233755000
"HMN Financial, Inc.",HMNF,NGN,91.95,1587165646000
"Revolution Lighting Technologies, Inc.",RVLT,ZWL,-119.76,1577944960000
Generac Holdlings Inc.,GNRC,IDR,136.29,1586341020000
Kayne Anderson Acquisition Corp.,KAACW,UZS,-176.87,1580952326000
First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,FDTS,PHP,-170.20,1585773306000
Weibo Corporation,WB,MDL,-134.41,1599560398000
RPM International Inc.,RPM,GMD,44.59,1595749049000
"Earthstone Energy, Inc.",ESTE,USD,-90.36,1600200660000
Thermo Fisher Scientific Inc,TMO,EUR,103.18,1601449507000
"Caladrius Biosciences, Inc.",CLBS,COP,34.52,1600629493000
"Dillard's, Inc.",DDS,CNY,160.42,1587558755000
GSV Capital Corp,GSVC,PKR,-27.12,1590780043000
Enduro Royalty Trust,NDRO,CNY,90.03,1596537401000
"Staffing 360 Solutions, Inc.",STAF,BRL,41.05,1580147620000
"Genius Brands International, Inc.",GNUS,BRL,-41.01,1607750450000
Pure Cycle Corporation,PCYO,EUR,-42.67,1581665552000
"Prologis, Inc.",PLD,CNY,106.08,1578942063000
iPath US Treasury Long Bond Bull ETN,DLBL,SEK,-178.73,1582936621000
Heska Corporation,HSKA,CNY,13.43,1586224416000
"City Office REIT, Inc.",CIO,JPY,105.53,1604425444000
IBERIABANK Corporation,IBKCO,CNY,-83.82,1593785008000
Graphic Packaging Holding Company,GPK,IDR,-182.76,1583502043000
"Synergy Pharmaceuticals, Inc.",SGYP,CAD,16.04,1590209187000
HSBC Holdings plc,HSBC,PHP,-23.47,1604688331000
"Liberty Expedia Holdings, Inc.",LEXEB,SEK,-133.13,1579218391000
"Roper Technologies, Inc.",ROP,ZWL,116.93,1580384711000
LaSalle Hotel Properties,LHO^I,CNY,-57.66,1581936956000
Arconic Inc.,ARNC^B,CNY,-91.70,1590932040000
"Frequency Electronics, Inc.",FEIM,IDR,-153.33,1583566365000
CPB Inc.,CPF,BDT,-13.78,1594809967000
Protective Life Corporation,PL^E,BAM,173.46,1579953218000
Stellar Acquisition III Inc.,STLR,BRL,-6.22,1590770571000
"Energizer Holdings, Inc.",EPC,EUR,-181.37,1588294051000
Kohl's Corporation,KSS,EUR,-155.77,1594207591000
Chimera Investment Corporation,CIM^A,RUB,-51.34,1603891135000
"Identiv, Inc.",INVE,CNY,95.38,1601643404000
"Monogram Residential Trust, Inc.",MORE          ,BOB,-49.01,1580475451000
Halcon Resources Corporation,HK,THB,-187.91,1579011670000
"NACCO Industries, Inc.",NC,IDR,109.36,1609331647000
Nuveen Municipal High Income Opportunity Fund,NMZ,CNY,105.58,1587092264000
TICC Capital Corp.,TICC,PHP,-179.92,1582298204000
GDS Holdings Limited,GDS,EUR,70.20,1582165019000
"MKS Instruments, Inc.",MKSI,EUR,-122.23,1604881232000
RenaissanceRe Holdings Ltd.,RNR^E,CNY,-121.91,1585191872000
"Ameresco, Inc.",AMRC,BYR,165.30,1579093516000
"SunOpta, Inc.",STKL,MXN,135.57,1595703601000
"Atlantic Capital Bancshares, Inc.",ACBI,ILS,-65.76,1594234182000
American Equity Investment Life Holding Company,AEL,IDR,196.81,1586638044000
"Popular, Inc.",BPOPN,JPY,-173.05,1598121380000
PowerShares DWA Emerging Markets Momentum Portfolio,PIE,RUB,65.71,1605919272000
Nuveen Enhanced Municipal Value Fund,NEV,UAH,-24.02,1607713688000
First Trust RiverFront Dynamic Asia Pacific ETF,RFAP,PHP,-135.29,1599235018000
Hoegh LNG Partners LP,HMLP,EUR,116.88,1603163858000
D/B/A Chubb Limited New,CB,IDR,140.71,1608718208000
"Evolving Systems, Inc.",EVOL,IDR,-118.92,1598872025000
"Codexis, Inc.",CDXS,TWD,166.65,1585670145000
"Achillion Pharmaceuticals, Inc.",ACHN,PHP,-94.36,1607883552000
PowerShares Dividend Achievers Portfolio,PFM,MMK,-29.11,1581456048000
DDR Corp.,DDR^A,ZAR,-9.01,1600859826000
Arthur J. Gallagher & Co.,AJG,PHP,-101.61,1604039886000
"First Community Bancshares, Inc.",FCBC,HRK,-88.78,1596505603000
"Yield10 Bioscience, Inc.",YTEN,CNY,55.39,1579455090000
Dynatronics Corporation,DYNT,ILS,169.12,1583542404000
"Oil States International, Inc.",OIS,YER,163.27,1595973084000
"Bio-Path Holdings, Inc.",BPTH,PHP,-153.37,1595596403000
"Salisbury Bancorp, Inc.",SAL,KZT,165.23,1588499190000
TravelCenters of America LLC,TA,RUB,70.48,1590735868000
iPath US Treasury Steepener ETN,STPP,UAH,-125.01,1583402136000
First Trust Developed Markets Ex-US AlphaDEX Fund,FDT,EUR,63.53,1580248612000
Forum Merger Corporation,FMCIW,ALL,107.75,1588477858000
PowerShares KBW High Dividend Yield Financial Portfolio,KBWD,UAH,123.13,1579573478000
Equity Commonwealth,EQC,BRL,121.79,1607931043000
Avadel Pharmaceuticals plc,AVDL,HRK,-90.39,1578387367000
"MBIA, Inc.",MBI,CNY,-38.42,1581517951000
"ARCA biopharma, Inc.",ABIO,MXN,194.67,1597986544000
8x8 Inc,EGHT,PEN,100.81,1579122399000
"Banco Santander, S.A.",SAN^I,UGX,-5.56,1596264380000
FlexShares Disciplined Duration MBS Index Fund,MBSD,PHP,91.68,1581438875000
"New York & Company, Inc.",NWY,IRR,-73.47,1596230638000
Univest Corporation of Pennsylvania,UVSP,IDR,-172.69,1578741367000
"Franklin Resources, Inc.",BEN,DKK,-3.56,1597253127000
"Chegg, Inc.",CHGG,CAD,-154.44,1601215631000
GDS Holdings Limited,GDS,CNY,166.91,1594618751000
"Roadrunner Transportation Systems, Inc",RRTS,PHP,-81.53,1595588669000
JMU Limited,JMU,CNY,87.63,1595997433000
"American Midstream Partners, LP",AMID,CZK,192.12,1589322344000
"Carter's, Inc.",CRI,CAD,154.13,1582568133000
Nuveen Floating Rate Income Fund,JFR,AED,-134.44,1592474883000
KKR & Co. L.P.,KKR^B,EUR,91.15,1584724811000
First Trust Mid Cap Value AlphaDEX Fund,FNK,KZT,-159.96,1608787353000
PowerShares DWA Industrials Momentum Portfolio,PRN,PHP,31.34,1597521370000
Carnival Corporation,CUK,CNY,-30.54,1584071293000
Southern Company (The),SO,EUR,-68.01,1585245258000
CyberArk Software Ltd.,CYBR,RUB,-76.83,1598615996000
Ellington Residential Mortgage REIT,EARN,BRL,-55.76,1607974773000
Tuttle Tactical Management U.S. Core ETF,TUTT,HNL,132.09,1581289797000
Cabela's Inc,CAB,SRD,-143.17,1581444403000
Allergan plc.,AGN^A,IDR,-129.08,1590900613000
Gabelli NextShares Trust,MOGLC,IDR,-136.95,1578955721000
WisdomTree Emerging Markets Consumer Growth Fund,EMCG,PHP,-196.72,1595225084000
"National Security Group, Inc.",NSEC,PLN,39.96,1607836286000
"Entellus Medical, Inc.",ENTL,AFN,-59.45,1583416161000
First Trust Enhanced Short Maturity ETF,FTSM,BRL,-164.44,1600109286000
Ally Financial Inc.,ALLY,PLN,196.80,1592296980000
Antero Midstream Partners LP,AM,CNY,74.73,1607825993000
PowerShares KBW Bank Portfolio,KBWB,IDR,117.38,1600543491000
"Roadrunner Transportation Systems, Inc",RRTS,SEK,-95.65,1583757052000
"US Ecology, Inc.",ECOL,JPY,68.43,1585869063000
"Genesis Healthcare, Inc.",GEN           ,MXN,-25.80,1597270827000
Hovnanian Enterprises Inc,HOV,CNY,-138.38,1602952006000
Nuveen Select Tax Free Income Portfolio II,NXQ,PKR,-8.72,1608933500000
Reading International Inc,RDI,CNY,126.27,1597355905000
WisdomTree Middle East Dividend Fund,GULF,MGA,61.03,1590068079000
"Fiserv, Inc.",FISV,PLN,-2.55,1603800036000
"Midland States Bancorp, Inc.",MSBI,SEK,192.18,1580102450000
"Churchill Downs, Incorporated",CHDN,USD,-94.13,1606682321000
Gladstone Commercial Corporation,GOOD,UAH,-3.57,1590489319000
"Veracyte, Inc.",VCYT,CAD,39.34,1606315645000
Allergan plc.,AGN,XAF,19.82,1601547159000
"OneMain Holdings, Inc.",OMF,RUB,-36.27,1599836842000
Tsakos Energy Navigation Ltd,TNP^C,EGP,-169.60,1607155076000
"NAPCO Security Technologies, Inc.",NSSC,RUB,136.71,1582628230000
Raytheon Company,RTN,THB,14.21,1580041675000
"NetScout Systems, Inc.",NTCT,BAM,182.05,1601370914000
TICC Capital Corp.,TICC,JPY,-169.10,1595270077000
"Royal Gold, Inc.",RGLD,PHP,-83.77,1605754551000
DCP Midstream LP,DCP,RUB,92.84,1580680061000
FutureFuel Corp.,FF,CNY,-55.49,1592001361000
"Oil States International, Inc.",OIS,ZMW,-68.61,1607222902000
Blackrock Health Sciences Trust,BME,PLN,-64.43,1593636265000
Tuttle Tactical Management U.S. Core ETF,TUTT,NGN,189.34,1592427460000
Delphi Automotive plc,DLPH,PHP,-134.58,1578199639000
"PS Business Parks, Inc.",PSB^U,BRL,-114.88,1589567654000
Ellington Residential Mortgage REIT,EARN,RUB,7.66,1597306348000
Healthcare Realty Trust Incorporated,HR,RUB,-139.40,1593433748000
"Blueknight Energy Partners L.P., L.L.C.",BKEPP,SEK,92.13,1580198028000
"Landcadia Holdings, Inc.",LCA,CNY,123.59,1604553687000
Aramark,ARMK,COP,-107.23,1603114577000
Sirius XM Holdings Inc.,SIRI,RUB,142.00,1581173011000
"Maiden Holdings, Ltd.",MH^A,CNY,162.62,1582559607000
W.R. Grace & Co.,GRA,CNY,76.21,1589080035000
"HCA Healthcare, Inc.",HCA,PLN,117.36,1596301428000
Mobile TeleSystems OJSC,MBT,VND,-173.55,1586388810000
Insight Select Income Fund,INSI,PHP,-183.88,1578940941000
"bluebird bio, Inc.",BLUE,ARS,-117.64,1600001446000
Embraer-Empresa Brasileira de Aeronautica,ERJ,IDR,80.83,1603803660000
Mobileye N.V.,MBLY,CZK,184.55,1607165524000
"SolarEdge Technologies, Inc.",SEDG,PEN,196.60,1589617710000
Lsb Industries Inc.,LXU,AOA,-66.56,1599794757000
"AstroNova, Inc.",ALOT,CNY,-94.59,1579393273000
Nuveenn Intermediate Duration Quality Municipal Term Fund,NIQ,USD,-81.74,1588258245000
ClearBridge Dividend Strategy ESG ETF,YLDE,EUR,-85.52,1582331814000
Tribune Media Company,TRCO,IDR,-51.49,1592535910000
Eaton Vance Tax-Advantaged Bond,EXD,IDR,153.31,1585829840000
"National Health Investors, Inc.",NHI,EUR,-119.28,1598591705000
American Homes 4 Rent,AMH,UAH,198.01,1605562611000
"Digital Realty Trust, Inc.",DLR^G,EUR,9.51,1604593104000
"Fossil Group, Inc.",FOSL,AZN,-100.17,1587631804000
Hutchison China MediTech Limited,HCM,CNY,30.38,1596286577000
Hamilton Lane Incorporated,HLNE,BRL,36.18,1589738447000
E.W. Scripps Company (The),SSP,EUR,159.77,1600891003000
MGC Diagnostics Corporation,MGCD,PLN,123.35,1604483381000
"Ocean Bio-Chem, Inc.",OBCI,CNY,32.21,1605616133000
Akers Biosciences Inc,AKER,BRL,158.87,1583366021000
DSW Inc.,DSW,EUR,-9.72,1598804261000
Babson Global Short Duration High Yield Fund,BGH,USD,186.29,1597138283000
Illinois Tool Works Inc.,ITW,EUR,-151.82,1598732131000
RAIT Financial Trust,RFTA,PHP,-71.17,1582278383000
ENSCO plc,ESV,CNY,-19.86,1592743839000
Seanergy Maritime Holdings Corp,SHIP,ARS,-194.67,1578945411000
"Biomerica, Inc.",BMRA,IDR,-93.82,1596578096000
BlueLinx Holdings Inc.,BXC,EUR,-192.68,1583845687000
Mechel PAO,MTL^,PAB,-0.64,1599095185000
"Colony NorthStar, Inc.",CLNS^H,CLP,158.48,1593861872000
Aegon NV,AEB,CZK,-178.11,1602476167000
iPass Inc.,IPAS,CNY,101.82,1608651104000
"International Seaways, Inc.",INSW,RUB,61.23,1586113395000
Invitae Corporation,NVTA,CNY,-109.57,1603140340000
AbbVie Inc.,ABBV,IDR,128.93,1590838644000
"EnLink Midstream, LLC",ENLC,CNY,-26.99,1594713376000
Layne Christensen Company,LAYN,CZK,32.82,1604082261000
Voya Global Equity Dividend and Premium Opportunity Fund,IGD,RSD,-54.82,1596522633000
"Grifols, S.A.",GRFS,CNY,98.43,1581781121000
Select Medical Holdings Corporation,SEM,COP,-91.45,1584314556000
"American Financial Group, Inc.",AFGH,PHP,19.73,1604430314000
1st Constitution Bancorp (NJ),FCCY,CNY,199.54,1598760520000
Dun & Bradstreet Corporation (The),DNB,ETB,166.56,1594613038000
"AzurRx BioPharma, Inc.",AZRX,PHP,-20.64,1599386966000
"Fuwei Films (Holdings) Co., Ltd.",FFHL,RUB,-165.56,1599830235000
Nomura Holdings Inc ADR,NMR,BRL,-182.54,1595434063000
Arbor Realty Trust,ABR^B,CNY,-38.71,1585678990000
Apollo Investment Corporation,AINV,XAF,104.30,1587144017000
Liberty Media Corporation,BATRK,JPY,66.72,1583445248000
Concho Resources Inc.,CXO,CNY,4.36,1603735066000
ZTO Express (Cayman) Inc.,ZTO,CNY,40.91,1603360519000
Gazit-Globe Ltd.,GZT,GBP,-45.81,1608285234000
Sony Corp Ord,SNE,EUR,59.89,1597272732000
"Teladoc, Inc.",TDOC,BRL,-161.10,1581441910000
Cellectis S.A.,CLLS,USD,-12.61,1607583217000
Invesco Value Municipal Income Trust,IIM,CNY,-143.67,1596756201000
"Ventas Realty, Limited Partnership // Ventas Capital Corporati",VTRB,CNY,-169.71,1602264549000
"Aspen Aerogels, Inc.",ASPN,CNY,-3.24,1578955026000
"Omnicell, Inc.",OMCL,UZS,-56.84,1602541895000
QUALCOMM Incorporated,QCOM,EUR,34.83,1595270639000
United Community Bancorp,UCBA,COP,196.10,1579057039000
Wendy's Company (The),WEN,BRL,172.84,1584446912000
Silvercrest Asset Management Group Inc.,SAMG,CNY,-181.30,1603186066000
"Gores Holdings II, Inc.",GSHTU,PHP,-156.71,1591254592000
TESSCO Technologies Incorporated,TESS,XOF,-122.96,1606931138000
"Dr Pepper Snapple Group, Inc",DPS,PHP,-143.48,1581209729000
Precision Drilling Corporation,PDS,CNY,139.87,1602165135000
"Vocera Communications, Inc.",VCRA,CNY,75.52,1579626054000
TAL Education Group,TAL,HNL,58.44,1588431494000
PowerShares DWA Emerging Markets Momentum Portfolio,PIE,BRL,153.19,1590874983000
Koss Corporation,KOSS,KES,-148.61,1590081318000
Prothena Corporation plc,PRTA,BRL,-87.89,1586151766000
"Global Self Storage, Inc.",SELF,EUR,37.85,1586214353000
"Dynex Capital, Inc.",DX^B,PHP,192.07,1606574886000
Penn Virginia Corporation,PVAC,RUB,-115.60,1596546697000
North European Oil Royality Trust,NRT,EUR,54.99,1605599436000
Jumei International Holding Limited,JMEI,USD,13.51,1605814633000
Veeco Instruments Inc.,VECO,CNY,2.37,1608744190000
"Surgery Partners, Inc.",SGRY,PHP,-29.70,1579626873000
BlackRock Credit Allocation Income Trust,BTZ,RUB,134.06,1583326524000
AAR Corp.,AIR,IDR,-19.10,1607406708000
Phillips 66,PSX,CNY,-45.31,1604834722000
Two Harbors Investments Corp,TWO,PHP,145.90,1593973134000
"Soleno Therapeutics, Inc.",SLNOW,PHP,156.20,1606371131000
China Distance Education Holdings Limited,DL,ARS,18.81,1578558561000
Callaway Golf Company,ELY,COP,64.34,1598624414000
J P Morgan Chase & Co,JPM^D,CNY,-87.05,1605208780000
ABB Ltd,ABB,CNY,-39.95,1580715277000
Brink's Company (The),BCO,USD,-17.33,1599279151000
Encore Wire Corporation,WIRE,CNY,-90.77,1582217033000
"Akebia Therapeutics, Inc.",AKBA,IDR,-3.88,1582173372000
CorVel Corp.,CRVL,BRL,24.78,1600300312000
"Telephone and Data Systems, Inc.",TDA,AFN,198.13,1598559637000
Eagle Bulk Shipping Inc.,EGLE,CLP,-67.44,1585830205000
"New America High Income Fund, Inc. (The)",HYB,GBP,19.36,1602814326000
Monmouth Real Estate Investment Corporation,MNR,PLN,63.87,1580106187000
Marcus Corporation (The),MCS,XAF,-161.80,1579121946000
AirMedia Group Inc,AMCN,MXN,-177.00,1579683483000
"Texas Roadhouse, Inc.",TXRH,LYD,98.83,1586229401000
Norfolk Souther Corporation,NSC,CNY,160.74,1604588085000
RBC Bearings Incorporated,ROLL,KMF,129.10,1581528999000
AMREP Corporation,AXR,CNY,158.29,1583875181000
Lsb Industries Inc.,LXU,CZK,72.64,1592632541000
Dividend and Income Fund,DNI,RSD,-184.82,1585045323000
"Prudential Financial, Inc.",PRH,THB,-5.66,1579936425000
"ShoreTel, Inc.",SHOR,CNY,69.55,1605635269000
Ritchie Bros. Auctioneers Incorporated,RBA,IDR,-182.88,1602616149000
"Akorn, Inc.",AKRX,RUB,183.22,1603535903000
TCP Capital Corp.,TCPC,VEF,4.85,1583027130000
"AutoZone, Inc.",AZO,PLN,-16.70,1594497036000
"Yum! Brands, Inc.",YUM,CNY,-115.31,1599507894000
Denbury Resources Inc.,DNR,MRO,30.03,1598017622000
Eaton Vance Tax-Managed Global Diversified Equity Income Fund,EXG,USD,-196.33,1601599702000
KKR & Co. L.P.,KKR^B,COP,-63.78,1604797381000
Gafisa SA,GFA,RUB,92.16,1589525010000
National Beverage Corp.,FIZZ,ZAR,-188.03,1585951203000
"Wellesley Bancorp, Inc.",WEBK,RUB,-165.10,1603081376000
"National Health Investors, Inc.",NHI,CNY,8.60,1585877789000
"Blackrock Corporate High Yield Fund, Inc.",HYT,SEK,-132.50,1595595421000
CafePress Inc.,PRSS,ZWL,115.65,1580310292000
FinTech Acquisition Corp. II,FNTE,THB,-89.97,1587435565000
Momo Inc.,MOMO,CNY,-104.99,1595723784000
"SharpSpring, Inc.",SHSP,CNY,-196.48,1582423304000
"Nexeo Solutions, Inc.",NXEOW,CRC,73.39,1607085073000
"Forrester Research, Inc.",FORR,THB,197.31,1584387970000
TriCo Bancshares,TCBK,EUR,85.09,1588504887000
Kansas City Southern,KSU,CNY,40.53,1596152224000
"Payment Data Systems, Inc.",PYDS,CNY,-31.48,1592487237000
"Black Knight Financial Services, Inc.",BKFS,UYU,182.01,1590087582000
